query	target	release_date	sucos_shape	pocket_qcov	sucos_shape_pocket_qcov
A71EV2A-x5512a	7ara__1__1.A__1.C__1.A__1.C	2020-10-23 00:00:00	38.24599863293724	76.92307692307692	29.41999894841325
A71EV2A-x4880b	7ara__1__1.A__1.C__1.A__1.C	2020-10-23 00:00:00	50.92487045410454	73.91304347826087	37.64012163999031
A71EV2A-x3521b	7ara__1__2.B__2.E__2.B__2.E	2020-10-23 00:00:00	38.94910413977532	64.28571428571429	25.038709804141277
A71EV2A-x3550a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.98454130072384	92.3076923076923	38.75496120066816
A71EV2A-x4031a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.59043417945817	92.3076923076923	43.00655462719216
A71EV2A-x7309a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	34.78550980162421	92.3076923076923	32.10970135534542
A71EV2A-x3483a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	47.62748751027897	91.66666666666669	43.658530217755725
A71EV2A-x4309a	7ara__1__1.A__1.C__1.A__1.C	2020-10-23 00:00:00	45.52450201200136	76.0	34.59862152912104
A71EV2A-x4977a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	37.94935054859949	91.66666666666669	34.78690466954954
A71EV2A-x5721a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	38.88479899574771	96.0	37.3294070359178
A71EV2A-x5509a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.92743147046429	88.46153846153847	37.08965091617996
A71EV2A-x3616a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.82821947965552	91.66666666666669	39.25920118968424
A71EV2A-x5366a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.704759735698	92.3076923076923	38.49670129449046
A71EV2A-x5212a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.93470198278833	91.66666666666669	38.44014348422265
A71EV2A-x4748a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	47.48596312903769	92.3076923076923	43.833196734496326
A71EV2A-x3557b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.80633195390824	92.0	37.54182539759557
A71EV2A-x3982a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.718457643799965	95.45454545454544	39.82216411453632
A71EV2A-x4418a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.15362550355034	92.0	40.62133546326631
A71EV2A-x5747a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	51.12765916953711	90.9090909090909	46.47969015412464
A71EV2A-x4873b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.41585003995458	91.30434782608695	36.90142829734983
A71EV2A-x0446a	7ara__1__2.B__2.E__2.B__2.E	2020-10-23 00:00:00	58.83072033524748	68.42105263157895	40.252598124116695
A71EV2A-x7043b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	37.49645831673571	91.66666666666669	34.37175345700775
A71EV2A-x1109a	2gfa__2__1.B__1.D__1.B__1.D	2006-03-21 00:00:00	43.695671369916255	11.11111111111111	4.855074596657361
A71EV2A-x7501b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	35.58821725107169	91.66666666666669	32.62253248014906
A71EV2A-x7132a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	38.15874999953935	92.3076923076923	35.223461538036325
A71EV2A-x3992a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.38587448896666	92.3076923076923	40.97157645135384
A71EV2A-x4254a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.35035195854852	91.30434782608695	42.319886570848645
A71EV2A-x4317a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.16181402749008	92.3076923076923	37.99552064076007
A71EV2A-x0228a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	52.71591149393859	71.42857142857143	37.654222495670425
A71EV2A-x4963b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	39.38365955404928	95.83333333333331	37.74267373929721
A71EV2A-x0719b	4ktc__1__1.A__1.B__1.A__1.B	2013-05-20 00:00:00	38.76659651929287	33.333333333333336	12.92219883976429
A71EV2A-x4374b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.22722224451022	95.45454545454544	42.21689396066884
A71EV2A-x5150a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.42065768830294	96.0	38.803831380770816
A71EV2A-x3306a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.25226507792457	92.3076923076923	41.77132161039191
A71EV2A-x0278b	3sv8__1__1.A__1.B__1.A__1.B	2011-07-12 00:00:00	56.25725306682787	12.5	7.032156633353484
A71EV2A-x3485a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.12189136378771	95.83333333333331	42.28347922362988
A71EV2A-x2972a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	47.42346777825879	92.3076923076923	43.77550871839272
A71EV2A-x5073a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	48.05794629008807	95.45454545454544	45.87349418599315
A71EV2A-x4791a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.99098537904224	90.0	38.691886841138015
A71EV2A-x4331b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	49.11952508856705	92.0	45.189963081481686
A71EV2A-x5402a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.04827302946201	90.9090909090909	39.13479366314728
A71EV2A-x0691a	2qqs__2__1.B__1.C__1.B__1.C	2007-07-26 00:00:00	50.251785684123206	25.0	12.562946421030802
A71EV2A-x4336a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.01240126882452	95.65217391304348	43.05534034409302
A71EV2A-x4908a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.16966620697968	95.65217391304348	43.20576767624144
A71EV2A-x5475b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	38.71266023027744	91.66666666666669	35.48660521108767
A71EV2A-x4794a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.84732513785498	92.3076923076923	38.628300127250746
A71EV2A-x3054a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	48.32428054939689	95.83333333333331	46.310768859838674
A71EV2A-x5635a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	48.54831237445824	92.3076923076923	44.81382680719221
A71EV2A-x4321a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.78706528343914	91.66666666666669	40.13814317648588
A71EV2A-x3379a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.90705972125423	88.88888888888889	38.13960864111486
A71EV2A-x5091a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.9753056318722	96.15384615384616	42.28394772295404
A71EV2A-x7350a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.23385594585491	88.88888888888889	39.31898306298214
A71EV2A-x6925a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.02336875957606	88.0	35.22056450842693
A71EV2A-x3392a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	51.36068845620171	88.46153846153847	45.43445517279383
A71EV2A-x4303b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	37.56023493883476	92.0	34.55541614372798
A71EV2A-x4431a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.90714688959495	92.0	40.39457513842735
A71EV2A-x3706b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	52.06355833669916	95.45454545454544	49.69703295775828
A71EV2A-x4998a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.64725817570415	92.0	40.15547752164782
A71EV2A-x0528b	6ea9__2__1.C_1.D__1.I__1.C__1.I	2018-08-02 00:00:00	52.95044572002065	28.571428571428573	15.12869877714876
A71EV2A-x7317b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	39.58559398031475	92.3076923076923	36.5405482895213
A71EV2A-x3618b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.96716425572025	85.71428571428571	35.11471221918878
A71EV2A-x5288b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.90831220302569	95.65217391304348	42.955776889850654
A71EV2A-x5753a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.913067318057166	91.66666666666669	41.170311708219074
A71EV2A-x4967a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	37.610519081694726	92.3076923076923	34.71740222925666
A71EV2A-x5665a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	37.85494007070832	92.3076923076923	34.94302160373076
A71EV2A-x5526a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.79504919430763	88.0	39.41964329099071
A71EV2A-x2629a	7ara__1__2.B__2.E__2.B__2.E	2020-10-23 00:00:00	52.43586543648752	75.0	39.32689907736564
A71EV2A-x3858a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.99055388523252	91.66666666666669	37.57467439479649
A71EV2A-x5182a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.75223656776231	92.5925925925926	43.28910793311325
A71EV2A-x4745a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.11908184866592	88.46153846153847	37.25918778920447
A71EV2A-x5249a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.710180118101306	92.0	39.2933657086532
A71EV2A-x3938a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.76044323617453	91.66666666666669	39.19707296649333
A71EV2A-x6948a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	35.95999300722823	88.46153846153847	31.810763044855744
A71EV2A-x7127a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.06792053702425	92.3076923076923	36.985772803407
A71EV2A-x3305a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.370807666670224	95.23809523809524	43.21029301587641
A71EV2A-x5203b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.646433237104766	92.0	41.07471857813639
A71EV2A-x4922a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.01712762907126	95.45454545454544	43.925440009568014
A71EV2A-x5705a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.046420133438176	95.65217391304348	44.04440186676696
A71EV2A-x4334b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.79978497844649	91.66666666666669	39.23313623024262
A71EV2A-x6025a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	40.43457208391955	88.46153846153847	35.76904453577499
A71EV2A-x5255a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.98350029996577	91.30434782608695	40.15884809996874
A71EV2A-x5705b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.92015044130912	95.65217391304348	43.92362216125221
A71EV2A-x3234a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	49.23469227306988	95.0	46.77295765941638
A71EV2A-x0739a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.52333223559397	81.81818181818181	38.06454455639506
A71EV2A-x4489b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.20596421807998	95.65217391304348	41.32744403468519
A71EV2A-x3963a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.67577350831203	91.66666666666669	38.20279238261936
A71EV2A-x5479a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.43886975431534	91.30434782608695	41.48766368872271
A71EV2A-x5559a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	43.21677776308648	91.66666666666669	39.61537961616261
A71EV2A-x5393a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	46.70081258385145	91.66666666666669	42.80907820186384
A71EV2A-x4611b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.97804025424836	95.45454545454544	41.024492969964335
A71EV2A-x4872a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.971088204593805	90.9090909090909	41.79189836781255
A71EV2A-x1346a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	37.7709259314497	87.5	33.04956019001849
A71EV2A-x0926a	4fvd__1__2.A__2.B__2.A__2.B	2012-06-29 00:00:00	49.6605868438381	84.21052631578948	41.81944155270577
A71EV2A-x5570a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.050270122376745	95.83333333333331	43.17317553394437
A71EV2A-x7323a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.905452129450175	88.88888888888889	39.91595744840015
A71EV2A-x4771a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	52.1259109520815	83.33333333333333	43.43825912673458
A71EV2A-x4856a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.990579227760506	92.3076923076923	42.45284236408662
A71EV2A-x5673a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.19014774371227	91.66666666666669	37.757635431736254
A71EV2A-x5213b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	41.48323483599697	95.65217391304348	39.67961593008405
A71EV2A-x3575a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	45.03551362100983	91.30434782608695	41.11938200179158
A71EV2A-x7465a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.36619946800565	92.0	38.9769035105652
A71EV2A-x7459a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.32474732186289	92.0	38.93876753611386
A71EV2A-x7095a	7ara__1__1.A__1.C__1.A__1.C	2020-10-23 00:00:00	41.745886541002704	80.0	33.396709232802166
A71EV2A-x5081b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	42.32384683508294	95.65217391304348	40.48367958138368
A71EV2A-x4035b	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	44.95301817283459	95.65217391304348	42.99853912184178
A71EV2A-x7008a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	31.83566961488271	92.3076923076923	29.386771952199425
A71EV2A-x7560a	7da6__1__1.A__1.B__1.A__1.B	2020-10-15 00:00:00	36.98066048125857	92.0	34.02220764275788
