complex_id,most_similar_fragment,ECFP4_Tanimoto_Similarity,alignment_ok,failure_reason
A71EV2A-x0541a,A71EV2A-x0207a,0.20689655172413793,True,
A71EV2A-x0554a,A71EV2A-x0566a,0.5263157894736842,True,
A71EV2A-x0554b,A71EV2A-x0566a,0.5263157894736842,True,
A71EV2A-x0556a,A71EV2A-x1292a,0.30434782608695654,True,
A71EV2A-x0566a,A71EV2A-x0554b,0.5263157894736842,True,
A71EV2A-x0571a,A71EV2A-x0207a,0.24074074074074073,True,
A71EV2A-x0586a,A71EV2A-x0278b,0.22,True,
A71EV2A-x0691a,A71EV2A-x0332a,0.40625,True,
A71EV2A-x0717a,A71EV2A-x0428a,0.2894736842105263,True,
A71EV2A-x0719a,A71EV2A-x0836a,0.3142857142857143,True,
A71EV2A-x0719b,A71EV2A-x0836a,0.3142857142857143,True,
A71EV2A-x0732a,A71EV2A-x0310a,0.2857142857142857,True,
A71EV2A-x0739a,A71EV2A-x0922a,0.32653061224489793,True,
A71EV2A-x0812a,A71EV2A-x0451a,0.35714285714285715,True,
A71EV2A-x0831a,A71EV2A-x0836a,0.225,True,
A71EV2A-x0836a,A71EV2A-x0719a,0.3142857142857143,True,
A71EV2A-x0836b,A71EV2A-x0719a,0.3142857142857143,True,
A71EV2A-x0853a,A71EV2A-x1292a,0.3902439024390244,True,
A71EV2A-x0884a,A71EV2A-x0554b,0.35,True,
A71EV2A-x0900a,A71EV2A-x1068a,0.20689655172413793,True,
A71EV2A-x0911a,A71EV2A-x1292a,0.23404255319148937,True,
A71EV2A-x0922a,A71EV2A-x0486a,0.3333333333333333,True,
A71EV2A-x0926a,A71EV2A-x0739a,0.23214285714285715,True,
A71EV2A-x1019a,A71EV2A-x1255a,0.28888888888888886,True,
A71EV2A-x1068a,A71EV2A-x0469a,0.2413793103448276,True,
A71EV2A-x1068b,A71EV2A-x0469a,0.2413793103448276,True,
A71EV2A-x1068c,A71EV2A-x0469a,0.2413793103448276,True,
A71EV2A-x1080a,A71EV2A-x0239a,0.2564102564102564,True,
A71EV2A-x1081a,A71EV2A-x0911a,0.13157894736842105,True,
A71EV2A-x1081b,A71EV2A-x0911a,0.13157894736842105,True,
A71EV2A-x1084a,A71EV2A-x0354a,0.16216216216216217,True,
A71EV2A-x1105a,A71EV2A-x1068a,0.22727272727272727,True,
A71EV2A-x1105b,A71EV2A-x1068a,0.22727272727272727,True,
A71EV2A-x1109a,A71EV2A-x0446a,0.3076923076923077,True,
A71EV2A-x1128a,A71EV2A-x0501a,0.21951219512195122,True,
A71EV2A-x1140a,A71EV2A-x1292a,0.25,True,
A71EV2A-x1140b,A71EV2A-x1292a,0.25,True,
A71EV2A-x1145a,A71EV2A-x0540a,0.2857142857142857,True,
A71EV2A-x1145b,A71EV2A-x0540a,0.2857142857142857,True,
A71EV2A-x1146a,A71EV2A-x1068a,0.18518518518518517,True,
A71EV2A-x1148a,A71EV2A-x1180a,0.45454545454545453,True,
A71EV2A-x1148b,A71EV2A-x1180a,0.45454545454545453,True,
A71EV2A-x1180a,A71EV2A-x1148a,0.45454545454545453,True,
A71EV2A-x1180b,A71EV2A-x1148a,0.45454545454545453,True,
A71EV2A-x1209a,A71EV2A-x1148a,0.2916666666666667,True,
A71EV2A-x1255a,A71EV2A-x1019a,0.28888888888888886,True,
A71EV2A-x1292a,A71EV2A-x0853a,0.3902439024390244,True,
A71EV2A-x1293a,A71EV2A-x0443a,0.3235294117647059,True,
A71EV2A-x1346a,A71EV2A-x0310a,0.27692307692307694,True,
A71EV2A-x1445a,A71EV2A-x0310a,0.25,True,
A71EV2A-x1445b,A71EV2A-x0310a,0.25,True,
A71EV2A-x1776a,A71EV2A-x0884a,0.3684210526315789,True,
A71EV2A-x1778a,A71EV2A-x0586a,0.21428571428571427,True,
A71EV2A-x2290a,A71EV2A-x0812a,0.6571428571428571,True,
A71EV2A-x2293a,A71EV2A-x0812a,0.4423076923076923,True,
A71EV2A-x2304a,A71EV2A-x0812a,0.5111111111111111,True,
A71EV2A-x2339a,A71EV2A-x0556a,0.43137254901960786,True,
A71EV2A-x2351a,A71EV2A-x0812a,0.6216216216216216,True,
A71EV2A-x2448a,A71EV2A-x0526a,0.3076923076923077,True,
A71EV2A-x2448b,A71EV2A-x0526a,0.3076923076923077,True,
A71EV2A-x2454a,A71EV2A-x0554b,0.35,True,
A71EV2A-x2458a,A71EV2A-x0305a,0.48484848484848486,True,
A71EV2A-x2513a,A71EV2A-x0332a,0.20930232558139536,True,
A71EV2A-x2629a,A71EV2A-x0375a,0.4418604651162791,True,
A71EV2A-x2846a,A71EV2A-x0812a,0.46,True,
A71EV2A-x2972a,A71EV2A-x0812a,0.48936170212765956,True,
A71EV2A-x3054a,A71EV2A-x0926a,0.4230769230769231,True,
A71EV2A-x3066a,A71EV2A-x0812a,0.35714285714285715,True,
A71EV2A-x3175a,A71EV2A-x0451a,0.5531914893617021,True,
A71EV2A-x3176a,A71EV2A-x0812a,0.5111111111111111,True,
A71EV2A-x3177a,A71EV2A-x0812a,0.5,True,
A71EV2A-x3178a,A71EV2A-x0812a,0.48936170212765956,True,
A71EV2A-x3181a,A71EV2A-x0812a,0.4791666666666667,True,
A71EV2A-x3181b,A71EV2A-x0812a,0.4791666666666667,True,
A71EV2A-x3186a,A71EV2A-x0926a,0.5625,True,
A71EV2A-x3188a,A71EV2A-x0926a,0.44642857142857145,True,
A71EV2A-x3189a,A71EV2A-x0926a,0.44642857142857145,True,
A71EV2A-x3191a,A71EV2A-x0926a,0.4528301886792453,True,
A71EV2A-x3193a,A71EV2A-x0926a,0.4528301886792453,True,
A71EV2A-x3194a,A71EV2A-x0926a,0.49019607843137253,True,
A71EV2A-x3201a,A71EV2A-x0926a,0.5192307692307693,True,
A71EV2A-x3207a,A71EV2A-x0926a,0.48,True,
A71EV2A-x3208a,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x3210a,A71EV2A-x0926a,0.42857142857142855,True,
A71EV2A-x3218a,A71EV2A-x0926a,0.38181818181818183,True,
A71EV2A-x3221a,A71EV2A-x0926a,0.5102040816326531,True,
A71EV2A-x3222a,A71EV2A-x0926a,0.4117647058823529,True,
A71EV2A-x3223a,A71EV2A-x0926a,0.3684210526315789,True,
A71EV2A-x3225a,A71EV2A-x0926a,0.46296296296296297,True,
A71EV2A-x3229a,A71EV2A-x0926a,0.5192307692307693,True,
A71EV2A-x3234a,A71EV2A-x0732a,0.2553191489361702,True,
A71EV2A-x3264a,A71EV2A-x0812a,0.29310344827586204,True,
A71EV2A-x3279a,A71EV2A-x0365a,0.4,True,
A71EV2A-x3280a,A71EV2A-x0812a,0.46,True,
A71EV2A-x3286a,A71EV2A-x0812a,0.45098039215686275,True,
A71EV2A-x3305a,A71EV2A-x0812a,0.19696969696969696,True,
A71EV2A-x3306a,A71EV2A-x0812a,0.46,True,
A71EV2A-x3324a,A71EV2A-x0812a,0.46,True,
A71EV2A-x3371a,A71EV2A-x0812a,0.46938775510204084,True,
A71EV2A-x3379a,A71EV2A-x0812a,0.4423076923076923,True,
A71EV2A-x3392a,A71EV2A-x0739a,0.208955223880597,True,
A71EV2A-x3403a,A71EV2A-x0554b,0.27586206896551724,True,
A71EV2A-x3408a,A71EV2A-x0926a,0.4,True,
A71EV2A-x3410a,A71EV2A-x0812a,0.2459016393442623,True,
A71EV2A-x3417a,A71EV2A-x0926a,0.5116279069767442,True,
A71EV2A-x3419a,A71EV2A-x0812a,0.32142857142857145,True,
A71EV2A-x3435a,A71EV2A-x1292a,0.22448979591836735,True,
A71EV2A-x3436a,A71EV2A-x0556a,0.23333333333333334,True,
A71EV2A-x3450a,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x3480a,A71EV2A-x0926a,0.3793103448275862,True,
A71EV2A-x3483a,A71EV2A-x0926a,0.5,True,
A71EV2A-x3485a,A71EV2A-x0926a,0.4528301886792453,True,
A71EV2A-x3488a,A71EV2A-x0732a,0.2909090909090909,True,
A71EV2A-x3489a,A71EV2A-x0926a,0.4716981132075472,True,
A71EV2A-x3509a,A71EV2A-x0926a,0.375,True,
A71EV2A-x3509b,A71EV2A-x0926a,0.375,True,
A71EV2A-x3510a,A71EV2A-x0926a,0.44,True,
A71EV2A-x3521a,A71EV2A-x0853a,0.203125,True,
A71EV2A-x3521b,A71EV2A-x0853a,0.203125,True,
A71EV2A-x3522a,A71EV2A-x0732a,0.32,True,
A71EV2A-x3522b,A71EV2A-x0732a,0.32,True,
A71EV2A-x3546a,A71EV2A-x0926a,0.5294117647058824,True,
A71EV2A-x3548a,A71EV2A-x0926a,0.5192307692307693,True,
A71EV2A-x3550a,A71EV2A-x0926a,0.3392857142857143,True,
A71EV2A-x3550b,A71EV2A-x0926a,0.3392857142857143,True,
A71EV2A-x3556a,A71EV2A-x0926a,0.3620689655172414,True,
A71EV2A-x3557a,A71EV2A-x0926a,0.5294117647058824,True,
A71EV2A-x3557b,A71EV2A-x0926a,0.5294117647058824,True,
A71EV2A-x3564a,A71EV2A-x0487a,0.35555555555555557,True,
A71EV2A-x3568a,A71EV2A-x0739a,0.2537313432835821,True,
A71EV2A-x3571a,A71EV2A-x0926a,0.52,True,
A71EV2A-x3571b,A71EV2A-x0926a,0.52,True,
A71EV2A-x3575a,A71EV2A-x0926a,0.4909090909090909,True,
A71EV2A-x3579a,A71EV2A-x0926a,0.32142857142857145,True,
A71EV2A-x3581a,A71EV2A-x0926a,0.46,True,
A71EV2A-x3585a,A71EV2A-x0926a,0.36666666666666664,True,
A71EV2A-x3593a,A71EV2A-x0812a,0.4423076923076923,True,
A71EV2A-x3606a,A71EV2A-x0926a,0.43103448275862066,True,
A71EV2A-x3612a,A71EV2A-x0926a,0.4117647058823529,True,
A71EV2A-x3616a,A71EV2A-x0926a,0.4423076923076923,True,
A71EV2A-x3616b,A71EV2A-x0926a,0.4423076923076923,True,
A71EV2A-x3618a,A71EV2A-x0926a,0.40350877192982454,True,
A71EV2A-x3618b,A71EV2A-x0926a,0.40350877192982454,True,
A71EV2A-x3621a,A71EV2A-x1019a,0.3137254901960784,True,
A71EV2A-x3623a,A71EV2A-x0719a,0.4318181818181818,True,
A71EV2A-x3634a,A71EV2A-x1019a,0.2962962962962963,True,
A71EV2A-x3663a,A71EV2A-x0926a,0.3157894736842105,True,
A71EV2A-x3665a,A71EV2A-x0926a,0.3220338983050847,True,
A71EV2A-x3685a,A71EV2A-x0926a,0.3103448275862069,True,
A71EV2A-x3694a,A71EV2A-x0926a,0.3157894736842105,True,
A71EV2A-x3694b,A71EV2A-x0926a,0.3157894736842105,True,
A71EV2A-x3706a,A71EV2A-x0926a,0.42592592592592593,True,
A71EV2A-x3706b,A71EV2A-x0926a,0.42592592592592593,True,
A71EV2A-x3849a,A71EV2A-x0926a,0.5192307692307693,True,
A71EV2A-x3858a,A71EV2A-x0926a,0.5294117647058824,True,
A71EV2A-x3858b,A71EV2A-x0926a,0.5294117647058824,True,
A71EV2A-x3862a,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x3867a,A71EV2A-x0884a,0.2826086956521739,True,
A71EV2A-x3868a,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x3869a,A71EV2A-x0926a,0.5192307692307693,True,
A71EV2A-x3883a,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x3884a,A71EV2A-x0926a,0.4,True,
A71EV2A-x3884b,A71EV2A-x0926a,0.4,True,
A71EV2A-x3890a,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x3895a,A71EV2A-x0375a,0.29411764705882354,True,
A71EV2A-x3897a,A71EV2A-x0926a,0.5192307692307693,True,
A71EV2A-x3901a,A71EV2A-x0926a,0.3103448275862069,True,
A71EV2A-x3908a,A71EV2A-x0926a,0.42105263157894735,True,
A71EV2A-x3914a,A71EV2A-x0926a,0.44642857142857145,True,
A71EV2A-x3920a,A71EV2A-x0926a,0.5192307692307693,True,
A71EV2A-x3936a,A71EV2A-x0926a,0.52,True,
A71EV2A-x3937a,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x3938a,A71EV2A-x0926a,0.4583333333333333,True,
A71EV2A-x3939a,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x3940a,A71EV2A-x0926a,0.5192307692307693,True,
A71EV2A-x3942a,A71EV2A-x0926a,0.5294117647058824,True,
A71EV2A-x3944a,A71EV2A-x0926a,0.4098360655737705,True,
A71EV2A-x3954a,A71EV2A-x0926a,0.42857142857142855,True,
A71EV2A-x3956a,A71EV2A-x0375a,0.2830188679245283,True,
A71EV2A-x3963a,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x3963b,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x3968a,A71EV2A-x0926a,0.41818181818181815,True,
A71EV2A-x3975a,A71EV2A-x0926a,0.4230769230769231,True,
A71EV2A-x3977a,A71EV2A-x0922a,0.3333333333333333,True,
A71EV2A-x3977b,A71EV2A-x0922a,0.3333333333333333,True,
A71EV2A-x3981a,A71EV2A-x0926a,0.4230769230769231,True,
A71EV2A-x3982a,A71EV2A-x0926a,0.44680851063829785,True,
A71EV2A-x3986a,A71EV2A-x0926a,0.39622641509433965,True,
A71EV2A-x3986b,A71EV2A-x0926a,0.39622641509433965,True,
A71EV2A-x3989a,A71EV2A-x0926a,0.3508771929824561,True,
A71EV2A-x3990a,A71EV2A-x1019a,0.2807017543859649,True,
A71EV2A-x3992a,A71EV2A-x0926a,0.35714285714285715,True,
A71EV2A-x3992b,A71EV2A-x0926a,0.35714285714285715,True,
A71EV2A-x3993a,A71EV2A-x0926a,0.3125,True,
A71EV2A-x3993b,A71EV2A-x0926a,0.3125,True,
A71EV2A-x4012a,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x4012b,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x4017a,A71EV2A-x0926a,0.3728813559322034,True,
A71EV2A-x4017b,A71EV2A-x0926a,0.3728813559322034,True,
A71EV2A-x4018a,A71EV2A-x0926a,0.4423076923076923,True,
A71EV2A-x4018b,A71EV2A-x0926a,0.4423076923076923,True,
A71EV2A-x4020a,A71EV2A-x0926a,0.5102040816326531,True,
A71EV2A-x4020b,A71EV2A-x0926a,0.5102040816326531,True,
A71EV2A-x4028a,A71EV2A-x0926a,0.4909090909090909,True,
A71EV2A-x4029a,A71EV2A-x0926a,0.32142857142857145,True,
A71EV2A-x4031a,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x4031b,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x4032a,A71EV2A-x0926a,0.3157894736842105,True,
A71EV2A-x4032b,A71EV2A-x0926a,0.3157894736842105,True,
A71EV2A-x4035a,A71EV2A-x0926a,0.4444444444444444,True,
A71EV2A-x4035b,A71EV2A-x0926a,0.4444444444444444,True,
A71EV2A-x4202a,A71EV2A-x0926a,0.3888888888888889,True,
A71EV2A-x4202b,A71EV2A-x0926a,0.3888888888888889,True,
A71EV2A-x4203a,A71EV2A-x0926a,0.5192307692307693,True,
A71EV2A-x4207a,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x4207b,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x4209a,A71EV2A-x0926a,0.5294117647058824,True,
A71EV2A-x4214a,A71EV2A-x0926a,0.39622641509433965,True,
A71EV2A-x4214b,A71EV2A-x0926a,0.39622641509433965,True,
A71EV2A-x4237a,A71EV2A-x0926a,0.39285714285714285,True,
A71EV2A-x4237b,A71EV2A-x0926a,0.39285714285714285,True,
A71EV2A-x4237c,A71EV2A-x0926a,0.39285714285714285,True,
A71EV2A-x4237d,A71EV2A-x0926a,0.39285714285714285,True,
A71EV2A-x4239a,A71EV2A-x0926a,0.2857142857142857,True,
A71EV2A-x4254a,A71EV2A-x0926a,0.43137254901960786,True,
A71EV2A-x4260a,A71EV2A-x0926a,0.3620689655172414,True,
A71EV2A-x4274a,A71EV2A-x0926a,0.4,True,
A71EV2A-x4274b,A71EV2A-x0926a,0.4,True,
A71EV2A-x4283a,A71EV2A-x0926a,0.5192307692307693,True,
A71EV2A-x4283b,A71EV2A-x0926a,0.5192307692307693,True,
A71EV2A-x4290a,A71EV2A-x0926a,0.46296296296296297,True,
A71EV2A-x4291a,A71EV2A-x0926a,0.4807692307692308,True,
A71EV2A-x4292a,A71EV2A-x0926a,0.46296296296296297,True,
A71EV2A-x4295a,A71EV2A-x0375a,0.2777777777777778,True,
A71EV2A-x4298a,A71EV2A-x0926a,0.4444444444444444,True,
A71EV2A-x4303a,A71EV2A-x0926a,0.41379310344827586,True,
A71EV2A-x4303b,A71EV2A-x0926a,0.41379310344827586,True,
A71EV2A-x4304a,A71EV2A-x0926a,0.4,True,
A71EV2A-x4305a,A71EV2A-x0926a,0.41818181818181815,True,
A71EV2A-x4306a,A71EV2A-x0926a,0.40350877192982454,True,
A71EV2A-x4308a,A71EV2A-x0926a,0.375,True,
A71EV2A-x4309a,A71EV2A-x0926a,0.423728813559322,True,
A71EV2A-x4309b,A71EV2A-x0926a,0.423728813559322,True,
A71EV2A-x4310a,A71EV2A-x0926a,0.41379310344827586,True,
A71EV2A-x4310b,A71EV2A-x0926a,0.41379310344827586,True,
A71EV2A-x4311a,A71EV2A-x0926a,0.41509433962264153,True,
A71EV2A-x4312a,A71EV2A-x0926a,0.22950819672131148,True,
A71EV2A-x4313a,A71EV2A-x0375a,0.2777777777777778,True,
A71EV2A-x4315a,A71EV2A-x0853a,0.25,True,
A71EV2A-x4316a,A71EV2A-x0926a,0.2833333333333333,True,
A71EV2A-x4317a,A71EV2A-x0926a,0.288135593220339,True,
A71EV2A-x4319a,A71EV2A-x0926a,0.4716981132075472,True,
A71EV2A-x4320a,A71EV2A-x0926a,0.42105263157894735,True,
A71EV2A-x4321a,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x4321b,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x4322a,A71EV2A-x0926a,0.4807692307692308,True,
A71EV2A-x4324a,A71EV2A-x0926a,0.26666666666666666,True,
A71EV2A-x4331a,A71EV2A-x0926a,0.5434782608695652,True,
A71EV2A-x4331b,A71EV2A-x0926a,0.5434782608695652,True,
A71EV2A-x4333a,A71EV2A-x0926a,0.49019607843137253,True,
A71EV2A-x4334a,A71EV2A-x0926a,0.4807692307692308,True,
A71EV2A-x4334b,A71EV2A-x0926a,0.4807692307692308,True,
A71EV2A-x4336a,A71EV2A-x0926a,0.5,True,
A71EV2A-x4341a,A71EV2A-x0926a,0.4444444444444444,True,
A71EV2A-x4342a,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x4343a,A71EV2A-x0926a,0.4528301886792453,True,
A71EV2A-x4343b,A71EV2A-x0926a,0.4528301886792453,True,
A71EV2A-x4344a,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x4346a,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x4347a,A71EV2A-x0926a,0.5192307692307693,True,
A71EV2A-x4350a,A71EV2A-x0926a,0.49019607843137253,True,
A71EV2A-x4351a,A71EV2A-x0812a,0.24561403508771928,True,
A71EV2A-x4365a,A71EV2A-x0926a,0.4716981132075472,True,
A71EV2A-x4365b,A71EV2A-x0926a,0.4716981132075472,True,
A71EV2A-x4368a,A71EV2A-x0926a,0.5957446808510638,True,
A71EV2A-x4372a,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x4373a,A71EV2A-x0926a,0.4528301886792453,True,
A71EV2A-x4374a,A71EV2A-x0926a,0.5434782608695652,True,
A71EV2A-x4374b,A71EV2A-x0926a,0.5434782608695652,True,
A71EV2A-x4380a,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x4381a,A71EV2A-x0926a,0.4444444444444444,True,
A71EV2A-x4386a,A71EV2A-x0926a,0.5,True,
A71EV2A-x4388a,A71EV2A-x0926a,0.5,True,
A71EV2A-x4390a,A71EV2A-x0926a,0.3103448275862069,True,
A71EV2A-x4402a,A71EV2A-x0739a,0.23809523809523808,True,
A71EV2A-x4403a,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x4406a,A71EV2A-x0926a,0.3050847457627119,True,
A71EV2A-x4409a,A71EV2A-x0926a,0.24193548387096775,True,
A71EV2A-x4415a,A71EV2A-x0926a,0.41379310344827586,True,
A71EV2A-x4416a,A71EV2A-x0926a,0.36666666666666664,True,
A71EV2A-x4418a,A71EV2A-x0926a,0.3508771929824561,True,
A71EV2A-x4420a,A71EV2A-x0926a,0.265625,True,
A71EV2A-x4421a,A71EV2A-x0926a,0.42592592592592593,True,
A71EV2A-x4423a,A71EV2A-x0926a,0.3333333333333333,True,
A71EV2A-x4426a,A71EV2A-x0812a,0.288135593220339,True,
A71EV2A-x4429a,A71EV2A-x0926a,0.41379310344827586,True,
A71EV2A-x4431a,A71EV2A-x0926a,0.46296296296296297,True,
A71EV2A-x4445a,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x4445b,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x4447a,A71EV2A-x0926a,0.3728813559322034,True,
A71EV2A-x4447b,A71EV2A-x0926a,0.3728813559322034,True,
A71EV2A-x4449a,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x4449b,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x4451a,A71EV2A-x0926a,0.3684210526315789,True,
A71EV2A-x4451b,A71EV2A-x0926a,0.3684210526315789,True,
A71EV2A-x4456a,A71EV2A-x0926a,0.39622641509433965,True,
A71EV2A-x4456b,A71EV2A-x0926a,0.39622641509433965,True,
A71EV2A-x4461a,A71EV2A-x0926a,0.46153846153846156,True,
A71EV2A-x4463a,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x4464a,A71EV2A-x0926a,0.5319148936170213,True,
A71EV2A-x4467a,A71EV2A-x0926a,0.40384615384615385,True,
A71EV2A-x4472a,A71EV2A-x0926a,0.40384615384615385,True,
A71EV2A-x4476a,A71EV2A-x1019a,0.27586206896551724,True,
A71EV2A-x4489a,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x4489b,A71EV2A-x0926a,0.47058823529411764,True,
A71EV2A-x4490a,A71EV2A-x0554b,0.32142857142857145,True,
A71EV2A-x4494a,A71EV2A-x0926a,0.3793103448275862,True,
A71EV2A-x4496a,A71EV2A-x0926a,0.3620689655172414,True,
A71EV2A-x4509a,A71EV2A-x0926a,0.4074074074074074,True,
A71EV2A-x4510a,A71EV2A-x0926a,0.3793103448275862,True,
A71EV2A-x4514a,A71EV2A-x0926a,0.3888888888888889,True,
A71EV2A-x4516a,A71EV2A-x0926a,0.375,True,
A71EV2A-x4519a,A71EV2A-x0926a,0.42857142857142855,True,
A71EV2A-x4519b,A71EV2A-x0926a,0.42857142857142855,True,
A71EV2A-x4524a,A71EV2A-x0926a,0.43636363636363634,True,
A71EV2A-x4526a,A71EV2A-x0926a,0.4230769230769231,True,
A71EV2A-x4528a,A71EV2A-x0926a,0.41379310344827586,True,
A71EV2A-x4537a,A71EV2A-x0926a,0.2459016393442623,True,
A71EV2A-x4538a,A71EV2A-x0926a,0.375,True,
A71EV2A-x4540a,A71EV2A-x0926a,0.4444444444444444,True,
A71EV2A-x4541a,A71EV2A-x0926a,0.375,True,
A71EV2A-x4541b,A71EV2A-x0926a,0.375,True,
A71EV2A-x4544a,A71EV2A-x0926a,0.45454545454545453,True,
